Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
May 31 2018,San Mateo,CA,Passenger,1,1,2,138,140,1.43
June 30 2022,Solano,CA,Passenger,1,0,1,169,170,0.59
February 28 2021,Fresno,CA,Passenger,1,0,1,194,195,0.51
April 30 2020,Orange,CA,Passenger,7,2,9,527,536,1.68
June 30 2023,Santa Cruz,CA,Passenger,1,0,1,23,24,4.17
January 31 2023,Kings,CA,Passenger,2,1,3,288,291,1.03
January 31 2022,El Dorado,CA,Passenger,1,0,1,30,31,3.23
November 30 2023,Alameda,CA,Passenger,6,2,8,175,183,4.37
December 31 2022,Santa Cruz,CA,Passenger,1,0,1,22,23,4.35
November 30 2024,Placer,CA,Passenger,3,0,3,49,52,5.77
September 30 2023,Shasta,CA,Passenger,1,0,1,27,28,3.57
June 30 2017,Marin,CA,Passenger,1,0,1,60,61,1.64
May 31 2022,Sacramento,CA,Passenger,1,1,2,246,248,0.81
March 31 2021,San Francisco,CA,Passenger,2,2,4,103,107,3.74
February 29 2024,Marin,CA,Passenger,2,1,3,33,36,8.33
October 31 2021,Solano,CA,Passenger,1,0,1,184,185,0.54
June 30 2021,Santa Clara,CA,Passenger,11,2,13,278,291,4.47
March 31 2024,Fresno,CA,Passenger,0,1,1,129,130,0.77
November 30 2022,San Bernardino,CA,Passenger,2,1,3,356,359,0.84
May 31 2018,Lake,CA,Passenger,0,1,1,8,9,11.11
July 31 2023,Marin,CA,Passenger,2,1,3,37,40,7.5
April 30 2020,Fresno,CA,Passenger,1,0,1,204,205,0.49
November 30 2018,Shasta,CA,Passenger,1,0,1,42,43,2.33
September 30 2019,Riverside,CA,Passenger,4,1,5,671,676,0.74
September 30 2024,Monterey,CA,Truck,1,0,1,25,26,3.85
January 31 2022,Ventura,CA,Passenger,2,3,5,271,276,1.81
April 30 2023,Yolo,CA,Passenger,2,0,2,28,30,6.67
August 31 2019,Ventura,CA,Passenger,0,2,2,326,328,0.61
April 30 2024,Alameda,CA,Passenger,5,1,6,149,155,3.87
October 31 2018,Shasta,CA,Passenger,1,0,1,43,44,2.27
September 30 2018,Lake,CA,Passenger,0,1,1,11,12,8.33
August 31 2022,Sonoma,CA,Passenger,1,1,2,89,91,2.2
October 31 2019,San Diego,CA,Passenger,11,4,15,2795,2810,0.53
August 31 2019,Fresno,CA,Passenger,1,0,1,207,208,0.48
November 30 2022,Solano,CA,Passenger,2,1,3,164,167,1.8
April 30 2021,Riverside,CA,Passenger,6,0,6,608,614,0.98
April 30 2024,Yuba,CA,Passenger,1,0,1,48,49,2.04
April 30 2017,Alameda,CA,Passenger,2,1,3,384,387,0.78
April 30 2024,Monterey,CA,Truck,1,0,1,29,30,3.33
June 30 2024,Sonoma,CA,Passenger,2,1,3,58,61,4.92
October 31 2024,Yuba,CA,Passenger,1,0,1,45,46,2.17
May 31 2021,Kern,CA,Passenger,0,1,1,213,214,0.47
September 30 2019,Orange,CA,Passenger,7,3,10,540,550,1.82
January 31 2023,Santa Clara,CA,Passenger,15,5,20,238,258,7.75
June 30 2024,Sacramento,CA,Truck,1,0,1,29,30,3.33
January 31 2022,Sonoma,CA,Passenger,0,1,1,91,92,1.09
December 31 2022,Sacramento,CA,Truck,1,0,1,40,41,2.44
June 30 2020,Contra Costa,CA,Passenger,3,3,6,309,315,1.9
September 30 2020,Alameda,CA,Passenger,2,0,2,283,285,0.7
February 28 2021,Santa Cruz,CA,Passenger,1,0,1,32,33,3.03
May 31 2024,San Bernardino,CA,Passenger,3,1,4,278,282,1.42
December 31 2020,Los Angeles,CA,Passenger,9,10,19,1004,1023,1.86
August 31 2021,San Mateo,CA,Passenger,2,0,2,113,115,1.74
October 31 2018,Santa Cruz,CA,Passenger,1,0,1,42,43,2.33
December 31 2019,Santa Cruz,CA,Passenger,1,0,1,38,39,2.56
February 28 2018,Lake,CA,Passenger,0,1,1,9,10,10.0
March 31 2024,Santa Cruz,CA,Passenger,1,0,1,20,21,4.76
October 31 2019,Riverside,CA,Passenger,4,1,5,666,671,0.75
January 31 2023,San Bernardino,CA,Passenger,3,1,4,345,349,1.15
April 30 2021,San Francisco,CA,Passenger,2,2,4,102,106,3.77
October 31 2024,Sacramento,CA,Passenger,1,0,1,129,130,0.77
July 31 2017,Tulare,CA,Passenger,1,0,1,196,197,0.51
December 31 2018,Alameda,CA,Passenger,0,2,2,338,340,0.59
April 30 2019,San Diego,CA,Passenger,11,3,14,2656,2670,0.52
November 30 2022,San Francisco,CA,Passenger,3,0,3,87,90,3.33
September 30 2021,San Mateo,CA,Passenger,2,0,2,109,111,1.8
September 30 2019,Sacramento,CA,Passenger,0,1,1,312,313,0.32
April 30 2023,San Bernardino,CA,Passenger,3,1,4,331,335,1.19
September 30 2022,Orange,CA,Passenger,7,3,10,412,422,2.37
February 28 2021,Los Angeles,CA,Passenger,9,9,18,988,1006,1.79
September 30 2023,Sacramento,CA,Passenger,3,1,4,171,175,2.29
May 31 2018,Santa Clara,CA,Passenger,7,0,7,394,401,1.75
December 31 2023,San Diego,CA,Passenger,21,9,30,2110,2140,1.4
July 31 2021,Kings,CA,Passenger,1,0,1,321,322,0.31
February 29 2020,San Mateo,CA,Passenger,0,1,1,131,132,0.76
July 31 2019,Los Angeles,CA,Passenger,6,5,11,1149,1160,0.95
December 31 2020,Santa Cruz,CA,Passenger,1,0,1,30,31,3.23
May 31 2017,Marin,CA,Passenger,1,0,1,59,60,1.67
April 30 2021,Alameda,CA,Passenger,4,0,4,265,269,1.49
June 30 2022,Monterey,CA,Passenger,0,3,3,149,152,1.97
May 31 2017,Los Angeles,CA,Passenger,2,1,3,1357,1360,0.22
December 31 2022,Monterey,CA,Passenger,0,4,4,141,145,2.76
August 31 2019,San Francisco,CA,Passenger,2,2,4,111,115,3.48
February 28 2023,San Diego,CA,Passenger,22,7,29,2384,2413,1.2
October 31 2017,San Mateo,CA,Passenger,0,1,1,151,152,0.66
December 31 2019,Santa Clara,CA,Passenger,10,2,12,367,379,3.17
June 30 2018,San Mateo,CA,Passenger,1,1,2,135,137,1.46
December 31 2022,Sonoma,CA,Passenger,2,1,3,81,84,3.57
May 31 2024,San Francisco,CA,Passenger,2,0,2,56,58,3.45
November 30 2023,Ventura,CA,Passenger,3,3,6,224,230,2.61
January 31 2020,San Francisco,CA,Passenger,2,2,4,108,112,3.57
October 31 2024,Kings,CA,Passenger,2,1,3,214,217,1.38
June 30 2018,San Francisco,CA,Passenger,1,2,3,132,135,2.22
January 31 2020,Monterey,CA,Passenger,0,1,1,190,191,0.52
January 31 2019,Santa Cruz,CA,Passenger,1,0,1,44,45,2.22
October 31 2021,San Luis Obispo,CA,Passenger,1,0,1,66,67,1.49
October 31 2017,Santa Clara,CA,Passenger,6,1,7,396,403,1.74
March 31 2021,San Bernardino,CA,Passenger,1,0,1,397,398,0.25
February 28 2022,Riverside,CA,Passenger,7,0,7,539,546,1.28
February 28 2018,Orange,CA,Passenger,3,1,4,598,602,0.66
May 31 2024,Kern,CA,Passenger,1,1,2,147,149,1.34
February 28 2018,San Diego,CA,Passenger,6,2,8,2581,2589,0.31
February 28 2017,Monterey,CA,Passenger,0,1,1,231,232,0.43
September 30 2017,Orange,CA,Passenger,3,1,4,627,631,0.63
April 30 2023,San Luis Obispo,CA,Passenger,1,1,2,56,58,3.45
October 31 2020,Solano,CA,Passenger,1,0,1,210,211,0.47
December 31 2023,Ventura,CA,Passenger,3,3,6,222,228,2.63
May 31 2023,Los Angeles,CA,Passenger,6,3,9,733,742,1.21
November 30 2023,Solano,CA,Passenger,5,0,5,141,146,3.42
August 31 2024,Alameda,CA,Passenger,5,1,6,137,143,4.2
June 30 2024,Yuba,CA,Passenger,1,0,1,48,49,2.04
April 30 2024,Kings,CA,Passenger,5,1,6,235,241,2.49
October 31 2024,Sonoma,CA,Passenger,1,1,2,49,51,3.92
March 31 2020,Alameda,CA,Passenger,3,1,4,299,303,1.32
July 31 2017,San Mateo,CA,Passenger,0,1,1,153,154,0.65
June 30 2017,Monterey,CA,Passenger,0,1,1,212,213,0.47
June 30 2020,San Francisco,CA,Passenger,1,2,3,101,104,2.88
July 31 2023,San Joaquin,CA,Passenger,0,1,1,83,84,1.19
March 31 2024,El Dorado,CA,Passenger,2,0,2,16,18,11.11
April 30 2019,Orange,CA,Passenger,6,1,7,556,563,1.24
March 31 2023,Orange,CA,Passenger,11,3,14,387,401,3.49
April 30 2021,Contra Costa,CA,Passenger,3,4,7,274,281,2.49
December 31 2018,San Diego,CA,Passenger,9,3,12,2583,2595,0.46
July 31 2017,Orange,CA,Passenger,3,1,4,644,648,0.62
September 30 2020,Solano,CA,Passenger,1,0,1,209,210,0.48
August 31 2022,San Diego,CA,Passenger,23,7,30,2454,2484,1.21
April 30 2022,Santa Clara,CA,Passenger,15,3,18,272,290,6.21
August 31 2018,San Francisco,CA,Passenger,1,2,3,123,126,2.38
April 30 2023,Monterey,CA,Passenger,0,4,4,135,139,2.88
February 29 2020,Solano,CA,Passenger,1,0,1,214,215,0.47
April 30 2018,Marin,CA,Passenger,1,0,1,58,59,1.69
December 31 2022,Solano,CA,Passenger,2,1,3,162,165,1.82
July 31 2023,Santa Clara,CA,Passenger,18,4,22,216,238,9.24
July 31 2018,Marin,CA,Passenger,1,0,1,57,58,1.72
February 29 2024,Sacramento,CA,Passenger,2,1,3,159,162,1.85
February 28 2023,Alameda,CA,Passenger,7,1,8,199,207,3.86
October 31 2022,San Diego,CA,Passenger,22,7,29,2436,2465,1.18
December 31 2022,Alameda,CA,Passenger,7,2,9,202,211,4.27
May 31 2020,Orange,CA,Passenger,7,2,9,524,533,1.69
April 30 2022,Sacramento,CA,Passenger,1,1,2,250,252,0.79
March 31 2022,Los Angeles,CA,Passenger,5,6,11,887,898,1.22
January 31 2020,Placer,CA,Passenger,1,0,1,104,105,0.95
February 28 2018,Santa Clara,CA,Passenger,7,1,8,391,399,2.01
March 31 2020,Solano,CA,Passenger,1,0,1,216,217,0.46
March 31 2024,Yolo,CA,Passenger,3,0,3,24,27,11.11
October 31 2020,Contra Costa,CA,Passenger,4,3,7,284,291,2.41
September 30 2023,Sacramento,CA,Truck,1,0,1,32,33,3.03
June 30 2024,San Bernardino,CA,Passenger,3,1,4,264,268,1.49
January 31 2019,Santa Clara,CA,Passenger,8,1,9,383,392,2.3
June 30 2022,Sonoma,CA,Passenger,0,1,1,92,93,1.08
September 30 2020,Ventura,CA,Passenger,1,1,2,296,298,0.67
October 31 2020,Kern,CA,Passenger,0,1,1,218,219,0.46
July 31 2017,Sacramento,CA,Passenger,0,1,1,362,363,0.28
May 31 2021,Monterey,CA,Passenger,0,2,2,162,164,1.22
March 31 2021,Orange,CA,Passenger,5,3,8,482,490,1.63
June 30 2021,El Dorado,CA,Passenger,1,0,1,36,37,2.7
March 31 2024,Santa Barbara,CA,Passenger,1,0,1,60,61,1.64
May 31 2020,San Mateo,CA,Passenger,1,1,2,131,133,1.5
September 30 2021,Orange,CA,Passenger,6,2,8,456,464,1.72
April 30 2024,Sacramento,CA,Passenger,2,1,3,150,153,1.96
May 31 2024,Solano,CA,Passenger,5,0,5,135,140,3.57
March 31 2019,Kern,CA,Passenger,0,1,1,225,226,0.44
May 31 2019,Placer,CA,Passenger,1,0,1,114,115,0.87
May 31 2024,Alameda,CA,Passenger,5,1,6,147,153,3.92
September 30 2021,Sacramento,CA,Passenger,2,1,3,262,265,1.13
October 31 2019,Shasta,CA,Passenger,1,0,1,41,42,2.38
February 28 2021,Riverside,CA,Passenger,5,0,5,619,624,0.8
October 31 2021,Alameda,CA,Passenger,6,0,6,234,240,2.5
April 30 2023,Orange,CA,Passenger,11,3,14,382,396,3.54
October 31 2024,Los Angeles,CA,Passenger,9,2,11,452,463,2.38
January 31 2021,San Diego,CA,Passenger,14,3,17,2716,2733,0.62
October 31 2020,Alameda,CA,Passenger,2,0,2,275,277,0.72
December 31 2017,Sacramento,CA,Passenger,1,1,2,327,329,0.61
September 30 2022,Sacramento,CA,Passenger,2,1,3,242,245,1.22
July 31 2023,Kern,CA,Passenger,1,1,2,188,190,1.05
February 28 2022,San Mateo,CA,Passenger,3,0,3,97,100,3.0
March 31 2017,Riverside,CA,Passenger,1,1,2,841,843,0.24
January 31 2020,Kern,CA,Passenger,0,1,1,226,227,0.44
November 30 2020,Monterey,CA,Passenger,0,2,2,167,169,1.18
December 31 2017,Orange,CA,Passenger,3,1,4,601,605,0.66
February 28 2017,San Mateo,CA,Passenger,0,1,1,165,166,0.6
March 31 2024,Kings,CA,Passenger,5,1,6,242,248,2.42
December 31 2018,Lake,CA,Passenger,0,1,1,12,13,7.69
June 30 2018,Santa Clara,CA,Passenger,7,0,7,388,395,1.77
May 31 2024,Ventura,CA,Passenger,3,3,6,199,205,2.93
October 31 2021,Ventura,CA,Passenger,2,3,5,277,282,1.77
July 31 2024,Monterey,CA,Passenger,0,4,4,116,120,3.33
August 31 2022,Marin,CA,Passenger,1,1,2,35,37,5.41
March 31 2024,San Mateo,CA,Passenger,2,0,2,64,66,3.03
January 31 2021,San Bernardino,CA,Passenger,1,0,1,403,404,0.25
June 30 2023,San Luis Obispo,CA,Passenger,1,1,2,51,53,3.77
August 31 2017,Santa Clara,CA,Passenger,5,2,7,403,410,1.71
August 31 2024,San Francisco,CA,Passenger,2,0,2,52,54,3.7
April 30 2022,Marin,CA,Passenger,1,1,2,39,41,4.88
August 31 2019,Santa Clara,CA,Passenger,5,2,7,377,384,1.82
April 30 2020,Santa Cruz,CA,Passenger,1,0,1,41,42,2.38
May 31 2017,Santa Clara,CA,Passenger,5,2,7,413,420,1.67
October 31 2024,Santa Clara,CA,Passenger,6,3,9,129,138,6.52
February 28 2019,Santa Clara,CA,Passenger,8,1,9,382,391,2.3
February 29 2020,Fresno,CA,Passenger,1,0,1,208,209,0.48
June 30 2018,Alameda,CA,Passenger,0,1,1,360,361,0.28
February 28 2022,San Bernardino,CA,Passenger,2,1,3,388,391,0.77
June 30 2024,San Diego,CA,Passenger,21,8,29,1862,1891,1.53
December 31 2019,San Francisco,CA,Passenger,2,2,4,107,111,3.6
February 28 2021,Solano,CA,Passenger,1,0,1,202,203,0.49
August 31 2024,Sonoma,CA,Passenger,1,1,2,55,57,3.51
April 30 2020,Contra Costa,CA,Passenger,3,2,5,318,323,1.55
October 31 2022,Santa Cruz,CA,Passenger,1,0,1,26,27,3.7
June 30 2024,Monterey,CA,Passenger,0,4,4,116,120,3.33
June 30 2023,Monterey,CA,Passenger,0,3,3,126,129,2.33
November 30 2018,Ventura,CA,Passenger,0,2,2,337,339,0.59
February 29 2020,Kern,CA,Passenger,0,1,1,224,225,0.44
October 31 2017,Monterey,CA,Passenger,0,2,2,199,201,1.0
July 31 2017,Santa Clara,CA,Passenger,5,2,7,410,417,1.68
March 31 2021,Los Angeles,CA,Passenger,9,9,18,987,1005,1.79
February 29 2024,Fresno,CA,Passenger,0,1,1,131,132,0.76
June 30 2024,Contra Costa,CA,Passenger,2,1,3,135,138,2.17
July 31 2019,San Mateo,CA,Passenger,2,1,3,127,130,2.31
October 31 2022,Alameda,CA,Passenger,9,2,11,206,217,5.07
July 31 2021,El Dorado,CA,Passenger,1,0,1,35,36,2.78
May 31 2024,Los Angeles,CA,Passenger,11,2,13,561,574,2.26
September 30 2023,Sonoma,CA,Passenger,3,1,4,65,69,5.8
November 30 2021,Marin,CA,Passenger,1,1,2,43,45,4.44
December 31 2017,Los Angeles,CA,Passenger,4,2,6,1246,1252,0.48
September 30 2020,Placer,CA,Passenger,2,0,2,97,99,2.02
April 30 2021,El Dorado,CA,Passenger,1,0,1,36,37,2.7
July 31 2023,Santa Cruz,CA,Passenger,1,0,1,23,24,4.17
July 31 2023,Yuba,CA,Passenger,1,0,1,52,53,1.89
July 31 2024,Fresno,CA,Passenger,0,1,1,122,123,0.81
April 30 2023,Contra Costa,CA,Passenger,0,3,3,189,192,1.56
June 30 2018,Sacramento,CA,Passenger,1,1,2,315,317,0.63
May 31 2019,Ventura,CA,Passenger,0,2,2,330,332,0.6
April 30 2023,Sacramento,CA,Passenger,3,1,4,205,209,1.91
November 30 2021,Orange,CA,Passenger,6,2,8,450,458,1.75
June 30 2022,Kern,CA,Passenger,0,1,1,198,199,0.5
December 31 2020,Riverside,CA,Passenger,5,0,5,623,628,0.8
March 31 2018,Monterey,CA,Passenger,0,2,2,195,197,1.02
August 31 2021,Kings,CA,Passenger,1,0,1,324,325,0.31
February 28 2023,Santa Cruz,CA,Passenger,1,0,1,21,22,4.55
March 31 2023,Placer,CA,Passenger,1,0,1,74,75,1.33
April 30 2021,Kern,CA,Passenger,0,1,1,215,216,0.46
September 30 2020,Fresno,CA,Passenger,1,0,1,198,199,0.5
October 31 2023,Orange,CA,Passenger,8,3,11,351,362,3.04
February 29 2024,San Diego,CA,Passenger,20,10,30,2021,2051,1.46
October 31 2021,San Francisco,CA,Passenger,1,2,3,106,109,2.75
March 31 2020,Monterey,CA,Passenger,0,1,1,188,189,0.53
August 31 2020,Alameda,CA,Passenger,2,0,2,285,287,0.7
March 31 2022,San Diego,CA,Passenger,17,6,23,2551,2574,0.89
November 30 2020,Solano,CA,Passenger,1,0,1,211,212,0.47
February 29 2020,Placer,CA,Passenger,2,0,2,104,106,1.89
April 30 2024,San Luis Obispo,CA,Passenger,0,1,1,37,38,2.63
May 31 2020,Sacramento,CA,Passenger,1,1,2,290,292,0.68
September 30 2022,Santa Clara,CA,Passenger,15,3,18,261,279,6.45
July 31 2018,San Diego,CA,Passenger,7,2,9,2580,2589,0.35
May 31 2024,Contra Costa,CA,Passenger,2,1,3,137,140,2.14
December 31 2021,El Dorado,CA,Passenger,1,0,1,31,32,3.12
March 31 2023,San Diego,CA,Passenger,22,7,29,2354,2383,1.22
November 30 2023,Monterey,CA,Truck,1,0,1,27,28,3.57
March 31 2020,Los Angeles,CA,Passenger,6,11,17,1077,1094,1.55
November 30 2024,Los Angeles,CA,Passenger,9,2,11,432,443,2.48
August 31 2023,Shasta,CA,Passenger,1,0,1,28,29,3.45
August 31 2024,El Dorado,CA,Passenger,2,0,2,14,16,12.5
April 30 2019,Alameda,CA,Passenger,2,2,4,328,332,1.2
May 31 2023,Monterey,CA,Passenger,0,3,3,132,135,2.22
June 30 2019,Alameda,CA,Passenger,3,2,5,322,327,1.53
August 31 2024,Marin,CA,Passenger,2,1,3,30,33,9.09
November 30 2020,Kern,CA,Passenger,0,1,1,215,216,0.46
December 31 2018,Shasta,CA,Passenger,1,0,1,42,43,2.33
June 30 2021,Los Angeles,CA,Passenger,9,10,19,958,977,1.94
May 31 2024,Santa Barbara,CA,Passenger,1,0,1,58,59,1.69
March 31 2024,Monterey,CA,Truck,1,0,1,29,30,3.33
January 31 2024,Santa Clara,CA,Passenger,18,3,21,176,197,10.66
July 31 2023,El Dorado,CA,Passenger,1,0,1,20,21,4.76
July 31 2024,Santa Clara,CA,Passenger,12,3,15,149,164,9.15
February 28 2023,Ventura,CA,Passenger,3,3,6,249,255,2.35
February 28 2017,Alameda,CA,Passenger,3,1,4,393,397,1.01
March 31 2023,San Francisco,CA,Passenger,3,0,3,79,82,3.66
November 30 2022,Monterey,CA,Passenger,0,3,3,140,143,2.1
May 31 2024,Santa Cruz,CA,Passenger,1,0,1,19,20,5.0
January 31 2023,San Mateo,CA,Passenger,1,0,1,86,87,1.15
December 31 2017,San Mateo,CA,Passenger,0,1,1,149,150,0.67
March 31 2020,Contra Costa,CA,Passenger,3,2,5,322,327,1.53
June 30 2023,Ventura,CA,Passenger,2,3,5,240,245,2.04
May 31 2022,Kern,CA,Passenger,0,1,1,199,200,0.5
March 31 2024,Ventura,CA,Passenger,3,3,6,209,215,2.79
October 31 2024,San Diego,CA,Truck,1,0,1,358,359,0.28
March 31 2017,Tulare,CA,Passenger,1,0,1,195,196,0.51
July 31 2021,Riverside,CA,Passenger,6,0,6,586,592,1.01
November 30 2020,Orange,CA,Passenger,5,3,8,490,498,1.61
February 29 2024,Sonoma,CA,Passenger,2,1,3,64,67,4.48
August 31 2023,Kings,CA,Passenger,5,2,7,268,275,2.55
June 30 2018,Riverside,CA,Passenger,2,2,4,717,721,0.55
December 31 2023,El Dorado,CA,Passenger,2,0,2,19,21,9.52
April 30 2024,Santa Barbara,CA,Passenger,1,0,1,59,60,1.67
December 31 2023,Alameda,CA,Passenger,6,2,8,167,175,4.57
November 30 2019,Contra Costa,CA,Passenger,3,2,5,346,351,1.42
February 28 2021,San Mateo,CA,Passenger,2,1,3,124,127,2.36
May 31 2022,Monterey,CA,Passenger,0,3,3,148,151,1.99
August 31 2022,Alameda,CA,Passenger,8,2,10,209,219,4.57
November 30 2021,San Luis Obispo,CA,Passenger,1,0,1,65,66,1.52
March 31 2024,Yuba,CA,Passenger,1,0,1,47,48,2.08
September 30 2021,Los Angeles,CA,Passenger,6,8,14,928,942,1.49
November 30 2023,Sacramento,CA,Passenger,3,1,4,169,173,2.31
September 30 2017,Sacramento,CA,Passenger,1,1,2,346,348,0.57
May 31 2019,Santa Cruz,CA,Passenger,1,0,1,42,43,2.33
November 30 2024,San Mateo,CA,Passenger,3,0,3,45,48,6.25
December 31 2018,Santa Clara,CA,Passenger,8,1,9,385,394,2.28
October 31 2017,Orange,CA,Passenger,3,1,4,624,628,0.64
October 31 2022,Kings,CA,Passenger,2,1,3,297,300,1.0
October 31 2021,San Diego,CA,Passenger,19,5,24,2600,2624,0.91
November 30 2018,Sacramento,CA,Passenger,0,1,1,318,319,0.31
January 31 2024,El Dorado,CA,Passenger,2,0,2,18,20,10.0
October 31 2023,Kern,CA,Passenger,1,1,2,171,173,1.16
May 31 2017,Tulare,CA,Passenger,1,0,1,194,195,0.51
July 31 2018,Orange,CA,Passenger,4,1,5,578,583,0.86
July 31 2023,Contra Costa,CA,Passenger,1,3,4,174,178,2.25
October 31 2024,Yolo,CA,Passenger,2,0,2,22,24,8.33
October 31 2021,Santa Cruz,CA,Passenger,1,0,1,29,30,3.33
May 31 2024,San Diego,CA,Truck,1,0,1,403,404,0.25
October 31 2018,Los Angeles,CA,Passenger,4,5,9,1164,1173,0.77
October 31 2020,Monterey,CA,Passenger,0,2,2,168,170,1.18
October 31 2023,Sacramento,CA,Passenger,4,1,5,171,176,2.84
August 31 2024,Fresno,CA,Passenger,0,1,1,118,119,0.84
May 31 2022,Kings,CA,Passenger,2,1,3,308,311,0.96
December 31 2020,Fresno,CA,Passenger,1,0,1,194,195,0.51
May 31 2023,Kern,CA,Passenger,1,1,2,194,196,1.02
November 30 2024,Marin,CA,Truck,1,0,1,3,4,25.0
July 31 2019,San Diego,CA,Passenger,11,3,14,2734,2748,0.51
May 31 2020,Placer,CA,Passenger,2,0,2,99,101,1.98
April 30 2021,San Mateo,CA,Passenger,2,1,3,120,123,2.44
February 29 2020,San Francisco,CA,Passenger,2,2,4,107,111,3.6
August 31 2024,Yuba,CA,Passenger,1,0,1,46,47,2.13
May 31 2023,Kings,CA,Passenger,2,2,4,276,280,1.43
December 31 2023,Solano,CA,Passenger,5,0,5,140,145,3.45
November 30 2020,Sacramento,CA,Passenger,2,1,3,274,277,1.08
June 30 2023,Placer,CA,Passenger,1,0,1,74,75,1.33
July 31 2022,Contra Costa,CA,Passenger,0,3,3,223,226,1.33
May 31 2022,Sonoma,CA,Passenger,0,1,1,90,91,1.1
February 28 2018,Ventura,CA,Passenger,0,1,1,348,349,0.29
March 31 2018,Alameda,CA,Passenger,0,1,1,365,366,0.27
April 30 2019,Ventura,CA,Passenger,0,2,2,329,331,0.6
July 31 2021,San Bernardino,CA,Passenger,1,0,1,396,397,0.25
October 31 2022,Santa Clara,CA,Passenger,15,5,20,251,271,7.38
February 28 2022,Marin,CA,Passenger,1,1,2,39,41,4.88
October 31 2020,Ventura,CA,Passenger,1,1,2,294,296,0.68
June 30 2024,Kern,CA,Passenger,1,1,2,146,148,1.35
June 30 2019,San Diego,CA,Passenger,11,3,14,2689,2703,0.52
November 30 2022,Los Angeles,CA,Passenger,4,5,9,815,824,1.09
April 30 2021,Fresno,CA,Passenger,1,0,1,198,199,0.5
April 30 2023,Shasta,CA,Passenger,1,0,1,29,30,3.33
January 31 2018,Ventura,CA,Passenger,0,1,1,343,344,0.29
September 30 2021,San Joaquin,CA,Passenger,0,1,1,110,111,0.9
August 31 2022,Kings,CA,Passenger,2,1,3,302,305,0.98
January 31 2022,Kings,CA,Passenger,2,1,3,324,327,0.92
June 30 2023,San Francisco,CA,Passenger,4,0,4,77,81,4.94
December 31 2018,Fresno,CA,Passenger,1,0,1,200,201,0.5
August 31 2021,Riverside,CA,Passenger,6,0,6,580,586,1.02
August 31 2018,Los Angeles,CA,Passenger,5,4,9,1166,1175,0.77
July 31 2021,Ventura,CA,Passenger,1,4,5,279,284,1.76
April 30 2024,El Dorado,CA,Passenger,2,0,2,16,18,11.11
November 30 2024,Kern,CA,Passenger,1,1,2,128,130,1.54
May 31 2021,San Diego,CA,Passenger,18,4,22,2652,2674,0.82
January 31 2022,San Francisco,CA,Passenger,2,2,4,104,108,3.7
May 31 2024,Yolo,CA,Passenger,3,0,3,23,26,11.54
June 30 2020,Riverside,CA,Passenger,4,1,5,648,653,0.77
September 30 2024,San Luis Obispo,CA,Passenger,0,1,1,32,33,3.03
January 31 2024,Sacramento,CA,Passenger,2,1,3,162,165,1.82
August 31 2017,Monterey,CA,Passenger,0,2,2,200,202,0.99
January 31 2024,Santa Cruz,CA,Passenger,1,0,1,23,24,4.17
October 31 2019,Alameda,CA,Passenger,4,1,5,314,319,1.57
July 31 2019,Solano,CA,Passenger,1,0,1,219,220,0.45
March 31 2017,Orange,CA,Passenger,2,1,3,671,674,0.45
July 31 2023,Sacramento,CA,Truck,1,0,1,33,34,2.94
September 30 2021,San Diego,CA,Passenger,18,5,23,2610,2633,0.87
July 31 2018,San Mateo,CA,Passenger,1,1,2,134,136,1.47
July 31 2024,Yuba,CA,Passenger,1,0,1,47,48,2.08
December 31 2023,San Mateo,CA,Passenger,3,0,3,69,72,4.17
July 31 2019,Kern,CA,Passenger,0,1,1,218,219,0.46
November 30 2023,Monterey,CA,Passenger,0,4,4,123,127,3.15
October 31 2024,Monterey,CA,Truck,1,0,1,25,26,3.85
August 31 2024,Monterey,CA,Passenger,0,5,5,115,120,4.17
September 30 2023,Ventura,CA,Passenger,2,3,5,230,235,2.13
July 31 2022,San Joaquin,CA,Passenger,0,1,1,100,101,0.99
February 28 2021,Placer,CA,Passenger,2,0,2,90,92,2.17
October 31 2023,San Diego,CA,Passenger,19,9,28,2147,2175,1.29
February 28 2022,Monterey,CA,Passenger,0,3,3,151,154,1.95
